age_group,date,variable,q5,q20,q50,q80,q95,type,stratification,gt_type,gt_diff,source,region
45-59,2021-12-19,pp_voc_R[410],0.9907303,1.534294,2.398005,3.663748,5.452549,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-19,pp_voc_R[411],1.448627,2.288646,3.62769,5.643304,8.4622955,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-19,pp_voc_R[412],0.9543355,1.419562,2.18624,3.290994,4.906976,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-20,pp_voc_R[413],0.99365405,1.490292,2.284685,3.418114,5.13964,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-20,pp_voc_R[414],1.1367385,1.663246,2.436585,3.57371,5.1540375,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-20,pp_voc_R[415],1.570507,2.504392,4.064395,6.496468,10.01341,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
0-14,2021-12-20,pp_voc_R[416],1.040245,1.667042,2.60979,4.01976,6.169354,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
0-14,2021-12-20,pp_voc_R[417],1.3183895,2.025546,3.04972,4.681134,6.9441355,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-20,pp_voc_R[418],0.9996224,1.63616,2.674005,4.169652,6.188929,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-20,pp_voc_R[419],0.82943815,1.310964,2.00178,3.055914,4.5790195,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-20,pp_voc_R[420],1.1500775,1.701184,2.538745,3.742022,5.3393505,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-20,pp_voc_R[421],0.36672,0.6475906,1.06564,1.704382,2.6017745,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-20,pp_voc_R[422],0.50193395,0.8165872,1.281815,1.950942,2.970952,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-20,pp_voc_R[423],1.700765,2.69483,4.21013,6.65824,9.926234,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
15-29,2021-12-20,pp_voc_R[424],1.4206,2.248948,3.48113,5.309318,7.821201,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
15-29,2021-12-20,pp_voc_R[425],0.82908145,1.344186,2.08505,3.27881,4.8337685,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-20,pp_voc_R[426],0.81291765,1.205578,1.804505,2.73766,3.8946015,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-20,pp_voc_R[427],1.063936,1.560328,2.354405,3.430938,5.0816895,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-20,pp_voc_R[428],0.46168805,0.7610006,1.21544,1.925488,2.890026,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-20,pp_voc_R[429],0.8951494,1.400558,2.221465,3.368444,4.9921925,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-20,pp_voc_R[430],1.128456,1.72516,2.579745,3.920498,5.7895705,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-20,pp_voc_R[431],1.4092075,2.360732,3.929655,6.385216,10.028795,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
30-44,2021-12-20,pp_voc_R[432],1.413576,2.119044,3.298305,4.984046,7.2943005,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
30-44,2021-12-20,pp_voc_R[433],0.77705245,1.182408,1.807975,2.682072,4.006565,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-20,pp_voc_R[434],0.9726078,1.499488,2.245175,3.284636,4.6985595,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-20,pp_voc_R[435],0.4641944,0.7528512,1.20932,1.922066,2.923553,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-20,pp_voc_R[436],1.0295225,1.630712,2.57156,3.978898,6.028751,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-20,pp_voc_R[437],1.089046,1.728302,2.72542,4.270026,6.346698,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-20,pp_voc_R[438],1.3226895,2.056594,3.15673,4.79716,6.997909,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-20,pp_voc_R[439],1.271686,2.200792,3.820635,6.37869,10.1847,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-20,pp_voc_R[440],0.8542469,1.332362,2.082325,3.14859,4.7209725,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-21,pp_voc_R[441],1.0045245,1.506332,2.27366,3.401348,5.0073305,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-21,pp_voc_R[442],1.1205385,1.637718,2.43256,3.638596,5.2187365,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-21,pp_voc_R[443],1.576367,2.578362,4.11535,6.527634,10.02592,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
0-14,2021-12-21,pp_voc_R[444],1.0758165,1.680858,2.59438,4.040018,6.0635175,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
0-14,2021-12-21,pp_voc_R[445],1.297307,1.989268,3.08258,4.70407,7.0197875,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-21,pp_voc_R[446],1.014659,1.626302,2.60624,4.086658,6.238458,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-21,pp_voc_R[447],0.8718822,1.305974,2.015975,3.022192,4.4981345,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-21,pp_voc_R[448],1.1436615,1.70716,2.57975,3.743122,5.3583055,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-21,pp_voc_R[449],0.3821829,0.6379158,1.06414,1.683354,2.6192425,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-21,pp_voc_R[450],0.5068107,0.8065746,1.285785,1.983346,2.8914135,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-21,pp_voc_R[451],1.74203,2.72152,4.24773,6.528946,10.020965,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
15-29,2021-12-21,pp_voc_R[452],1.4543885,2.246604,3.43525,5.081824,7.54097849999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
15-29,2021-12-21,pp_voc_R[453],0.83425175,1.33091,2.0904,3.287726,5.0085775,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-21,pp_voc_R[454],0.79262885,1.213334,1.847885,2.716954,3.8891205,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-21,pp_voc_R[455],1.033336,1.514134,2.280755,3.326138,4.80845,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-21,pp_voc_R[456],0.4494535,0.746677,1.19167,1.852954,2.8747565,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-21,pp_voc_R[457],0.88587785,1.394478,2.17027,3.355174,4.99815899999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-21,pp_voc_R[458],1.059923,1.655576,2.56662,3.916062,5.7718365,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-21,pp_voc_R[459],1.4556135,2.353868,3.88726,6.235716,9.581772,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
30-44,2021-12-21,pp_voc_R[460],1.339959,2.10404,3.17438,4.699034,7.207264,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
30-44,2021-12-21,pp_voc_R[461],0.76934975,1.163416,1.758635,2.652382,3.8221825,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-21,pp_voc_R[462],0.97700695,1.457072,2.19603,3.261648,4.621301,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-21,pp_voc_R[463],0.4226134,0.726191,1.190495,1.935042,2.942256,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-21,pp_voc_R[464],0.9975998,1.59626,2.535305,3.898804,5.962208,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-21,pp_voc_R[465],1.0451935,1.649516,2.630055,4.064382,6.261487,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-21,pp_voc_R[466],1.3158085,2.029076,3.03347,4.619584,6.927623,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-21,pp_voc_R[467],1.2511335,2.227312,3.758475,6.112538,9.7912565,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-21,pp_voc_R[468],0.8485964,1.294646,2.00877,3.06626,4.680324,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-22,pp_voc_R[469],0.96084745,1.446684,2.20626,3.346166,4.830849,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-22,pp_voc_R[470],1.099294,1.63175,2.391055,3.500246,4.9894415,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-22,pp_voc_R[471],1.543533,2.478234,4.046315,6.471464,10.180035,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
0-14,2021-12-22,pp_voc_R[472],1.054352,1.622968,2.571235,3.859464,5.872658,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
0-14,2021-12-22,pp_voc_R[473],1.344468,2.082784,3.159645,4.698544,6.9970525,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-22,pp_voc_R[474],1.067877,1.664732,2.686805,4.159188,6.2024545,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-22,pp_voc_R[475],0.8210445,1.312814,2.03424,3.144424,4.703493,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-22,pp_voc_R[476],1.2382375,1.790262,2.61917,3.815922,5.6138055,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-22,pp_voc_R[477],0.38776345,0.6565592,1.075545,1.703766,2.565959,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-22,pp_voc_R[478],0.49801485,0.8124052,1.28646,2.028936,3.115254,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-22,pp_voc_R[479],1.777494,2.795312,4.30704,6.669684,10.20664,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
15-29,2021-12-22,pp_voc_R[480],1.4817425,2.280492,3.554015,5.337808,7.891114,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
15-29,2021-12-22,pp_voc_R[481],0.8022352,1.308358,2.11989,3.295786,5.012045,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-22,pp_voc_R[482],0.81715095,1.231444,1.88555,2.81752,4.139182,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-22,pp_voc_R[483],1.120777,1.636944,2.45607,3.615516,5.221349,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-22,pp_voc_R[484],0.456683,0.7550088,1.236955,1.92468,2.904668,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-22,pp_voc_R[485],0.90390505,1.435454,2.259,3.461812,5.292547,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-22,pp_voc_R[486],1.0995625,1.722198,2.650835,4.054994,6.045272,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-22,pp_voc_R[487],1.45141,2.421686,3.973975,6.4456,10.200625,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
30-44,2021-12-22,pp_voc_R[488],1.461304,2.180192,3.41654,5.047688,7.2194445,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
30-44,2021-12-22,pp_voc_R[489],0.78560795,1.214566,1.875595,2.809168,4.110525,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-22,pp_voc_R[490],1.0426565,1.560288,2.27589,3.35928,4.9598455,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-22,pp_voc_R[491],0.4336264,0.7199776,1.19235,1.899568,2.862157,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-22,pp_voc_R[492],1.0358475,1.606402,2.507285,3.928882,5.9644735,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-22,pp_voc_R[493],1.047717,1.680112,2.651285,4.179656,6.495625,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-22,pp_voc_R[494],1.294497,1.991372,3.07631,4.678476,6.80867499999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-22,pp_voc_R[495],1.2589695,2.186698,3.71873,6.112648,9.7840185,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-22,pp_voc_R[496],0.82207455,1.278976,2.04041,3.033452,4.564961,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-23,pp_voc_R[497],0.96009755,1.47344,2.23398,3.332712,4.8414305,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-23,pp_voc_R[498],1.1076735,1.64418,2.419705,3.47136,5.06694299999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-23,pp_voc_R[499],1.447782,2.465474,4.01829,6.398428,9.888622,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
0-14,2021-12-23,pp_voc_R[500],1.004914,1.63223,2.53496,3.89503,5.8500185,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
0-14,2021-12-23,pp_voc_R[501],1.240841,1.949048,2.973435,4.550378,6.714003,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-23,pp_voc_R[502],1.002931,1.608818,2.57928,4.050472,6.113152,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-23,pp_voc_R[503],0.8121826,1.26608,1.955425,3.018888,4.4476555,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-23,pp_voc_R[504],1.184104,1.701872,2.48528,3.625874,5.3403235,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-23,pp_voc_R[505],0.36531005,0.622628,1.043775,1.660216,2.579879,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-23,pp_voc_R[506],0.5206873,0.8027136,1.28646,1.964744,2.922628,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-23,pp_voc_R[507],1.6549255,2.626212,4.12377,6.322904,9.3040225,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
15-29,2021-12-23,pp_voc_R[508],1.482535,2.33334,3.552875,5.389148,8.146549,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
15-29,2021-12-23,pp_voc_R[509],0.8309078,1.3784,2.18948,3.409954,5.26257449999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-23,pp_voc_R[510],0.80485355,1.239848,1.852765,2.796146,4.0709815,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-23,pp_voc_R[511],1.1113465,1.630556,2.40999,3.545252,5.2803525,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-23,pp_voc_R[512],0.46371735,0.73866,1.21215,1.909808,2.939416,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-23,pp_voc_R[513],0.9027802,1.429154,2.234465,3.44085,5.2685865,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-23,pp_voc_R[514],1.0964025,1.725182,2.658365,3.950506,5.857236,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-23,pp_voc_R[515],1.464791,2.407234,3.911345,6.287246,10.092015,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
30-44,2021-12-23,pp_voc_R[516],1.4185105,2.1705,3.35294,5.050186,7.6985585,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
30-44,2021-12-23,pp_voc_R[517],0.7951019,1.22054,1.867685,2.819744,4.062512,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-23,pp_voc_R[518],1.044693,1.540272,2.26742,3.332356,4.8654705,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-23,pp_voc_R[519],0.44910285,0.758085,1.21465,1.930328,2.927783,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-23,pp_voc_R[520],1.0390345,1.654032,2.57722,4.062382,6.267694,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-23,pp_voc_R[521],1.0678845,1.723008,2.692235,4.246346,6.7503245,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-23,pp_voc_R[522],1.3696865,2.088286,3.25106,4.90576,7.192977,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-23,pp_voc_R[523],1.3340095,2.288564,3.87834,6.407838,10.16378,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-23,pp_voc_R[524],0.86902175,1.329086,2.06801,3.208802,4.8496725,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
,2021-12-05,pp_voc_R[1],1.515812,1.643338,1.80566,2.004522,2.2184155,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-05,pp_voc_R[2],1.425911,1.54531,1.706745,1.883288,2.0996055,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-05,pp_voc_R[3],1.446973,1.56651,1.72017,1.89977,2.116864,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-06,pp_voc_R[4],1.519332,1.648102,1.80642,2.00303,2.225157,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-06,pp_voc_R[5],1.4198365,1.542626,1.6976,1.886896,2.0990445,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-06,pp_voc_R[6],1.284786,1.431226,1.5943,1.784458,2.0015555,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-06,pp_voc_R[7],1.4489275,1.5697,1.72347,1.89958,2.1101105,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-07,pp_voc_R[8],1.51908,1.645832,1.802985,2.004646,2.2382805,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-07,pp_voc_R[9],1.413575,1.54801,1.70003,1.891534,2.1001485,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-07,pp_voc_R[10],1.2878975,1.431774,1.595915,1.786058,2.001395,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-07,pp_voc_R[11],1.4422165,1.570938,1.71752,1.900922,2.1106415,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-08,pp_voc_R[12],1.4292015,1.561336,1.727735,1.918398,2.135371,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-08,pp_voc_R[13],1.4092425,1.5488,1.717,1.923556,2.15929,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-08,pp_voc_R[14],1.3634855,1.474296,1.614515,1.7867,1.982289,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-08,pp_voc_R[15],1.5544065,1.690572,1.86845,2.078596,2.338146,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-09,pp_voc_R[16],1.540643,1.699582,1.87795,2.106346,2.3730365,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-09,pp_voc_R[17],1.5485035,1.688344,1.87914,2.114752,2.373898,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-09,pp_voc_R[18],1.4559495,1.589632,1.74949,1.94368,2.1653245,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-09,pp_voc_R[19],1.5388895,1.696712,1.86619,2.077774,2.326411,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-10,pp_voc_R[20],1.4568055,1.612894,1.80032,2.033756,2.3061595,Posterior prediction,region,household,TRUE,sequence,East of England
,2021-12-10,pp_voc_R[21],1.5518895,1.697474,1.87781,2.101616,2.3565825,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-10,pp_voc_R[22],1.537356,1.69384,1.880045,2.101516,2.3485485,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-10,pp_voc_R[23],1.4582025,1.590128,1.750305,1.937896,2.1346455,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-10,pp_voc_R[24],1.5470535,1.685756,1.865595,2.076564,2.331464,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-11,pp_voc_R[25],1.4453085,1.572006,1.72517,1.921538,2.1364815,Posterior prediction,region,household,TRUE,sequence,East of England
,2021-12-11,pp_voc_R[26],1.6618115,1.809272,1.999615,2.228084,2.505303,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-11,pp_voc_R[27],1.562828,1.708024,1.902275,2.13763,2.3934825,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-11,pp_voc_R[28],1.4577625,1.609782,1.785455,1.987248,2.2436045,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-11,pp_voc_R[29],1.458509,1.600926,1.779635,1.993534,2.232195,Posterior prediction,region,household,TRUE,sequence,North West
,2021-12-11,pp_voc_R[30],1.5895335,1.719644,1.89476,2.104848,2.3551955,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-12,pp_voc_R[31],1.445861,1.569224,1.727355,1.920908,2.140188,Posterior prediction,region,household,TRUE,sequence,East of England
,2021-12-12,pp_voc_R[32],1.660381,1.807872,1.99454,2.236274,2.497961,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-12,pp_voc_R[33],1.5594145,1.715948,1.902405,2.13486,2.392311,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-12,pp_voc_R[34],1.4461455,1.584414,1.753425,1.950716,2.190169,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-12,pp_voc_R[35],1.4404715,1.57988,1.749085,1.945456,2.198416,Posterior prediction,region,household,TRUE,sequence,North West
,2021-12-12,pp_voc_R[36],1.5695645,1.698452,1.865165,2.056968,2.273777,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-13,pp_voc_R[37],1.4318705,1.546886,1.69492,1.8739,2.083394,Posterior prediction,region,household,TRUE,sequence,East of England
,2021-12-13,pp_voc_R[38],1.645048,1.792466,1.97962,2.209162,2.4768085,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-13,pp_voc_R[39],1.543526,1.686826,1.86873,2.08509,2.3305,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-13,pp_voc_R[40],1.452973,1.583144,1.750195,1.944888,2.2014405,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-13,pp_voc_R[41],1.4372925,1.580278,1.75676,1.959226,2.195767,Posterior prediction,region,household,TRUE,sequence,North West
,2021-12-13,pp_voc_R[42],0.91095275,1.098478,1.283955,1.466256,1.6640865,Posterior prediction,region,household,TRUE,sequence,South East
,2021-12-13,pp_voc_R[43],1.5720135,1.70614,1.86722,2.065668,2.277139,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-14,pp_voc_R[44],1.2730095,1.401674,1.54688,1.717892,1.9010805,Posterior prediction,region,household,TRUE,sequence,East of England
,2021-12-14,pp_voc_R[45],1.2011145,1.28788,1.389995,1.508898,1.642942,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-14,pp_voc_R[46],1.174757,1.277906,1.3954,1.52742,1.683715,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-14,pp_voc_R[47],1.198228,1.296652,1.412595,1.55138,1.707911,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-14,pp_voc_R[48],1.3475265,1.461154,1.599085,1.765842,1.94896,Posterior prediction,region,household,TRUE,sequence,North West
,2021-12-14,pp_voc_R[49],1.0336705,1.182714,1.321835,1.481308,1.663324,Posterior prediction,region,household,TRUE,sequence,South East
,2021-12-14,pp_voc_R[50],1.229977,1.31513,1.411635,1.529842,1.6624635,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-15,pp_voc_R[51],1.2757715,1.39683,1.54092,1.713688,1.9074245,Posterior prediction,region,household,TRUE,sequence,East of England
,2021-12-15,pp_voc_R[52],1.2039505,1.289934,1.393895,1.508676,1.641073,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-15,pp_voc_R[53],1.0891675,1.186548,1.29825,1.419696,1.562137,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-15,pp_voc_R[54],1.1093675,1.211994,1.325165,1.442502,1.565688,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-15,pp_voc_R[55],1.286169,1.398128,1.535305,1.68408,1.851621,Posterior prediction,region,household,TRUE,sequence,North West
,2021-12-15,pp_voc_R[56],0.9754985,1.125404,1.268925,1.427276,1.5934945,Posterior prediction,region,household,TRUE,sequence,South East
,2021-12-15,pp_voc_R[57],1.1496565,1.231626,1.323735,1.419706,1.5381215,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-16,pp_voc_R[58],1.121235,1.24975,1.383765,1.539062,1.702004,Posterior prediction,region,household,TRUE,sequence,East of England
,2021-12-16,pp_voc_R[59],1.1428655,1.225836,1.32372,1.432064,1.5544665,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-16,pp_voc_R[60],1.0781865,1.189566,1.295075,1.41884,1.5549285,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-16,pp_voc_R[61],1.1215555,1.21558,1.32399,1.444656,1.577774,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-16,pp_voc_R[62],1.286494,1.395738,1.528665,1.67774,1.850288,Posterior prediction,region,household,TRUE,sequence,North West
,2021-12-16,pp_voc_R[63],0.9764081,1.121628,1.27488,1.427172,1.595615,Posterior prediction,region,household,TRUE,sequence,South East
,2021-12-16,pp_voc_R[64],1.150875,1.231754,1.322365,1.4244,1.534592,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-17,pp_voc_R[65],0.9438352,1.097384,1.243115,1.391764,1.548018,Posterior prediction,region,household,TRUE,sequence,East of England
,2021-12-17,pp_voc_R[66],1.05829,1.13341,1.22266,1.317618,1.4234755,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-17,pp_voc_R[67],1.1156525,1.206134,1.29824,1.402588,1.5089335,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-17,pp_voc_R[68],1.0502835,1.133368,1.22762,1.324784,1.435825,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-17,pp_voc_R[69],1.0937875,1.227796,1.368155,1.516452,1.6644195,Posterior prediction,region,household,TRUE,sequence,North West
,2021-12-17,pp_voc_R[70],1.0612965,1.196286,1.337905,1.498708,1.6763795,Posterior prediction,region,household,TRUE,sequence,South East
